,registered,dteday,recency,frequency,monetary,recency_score,frequency_score,monetary_score,RFM_score,user_segment,user_type,casual
272,,2012-05-26,219,2,1191,2,2,2,6,Low-Value Users,casual,274.0
273,,2012-09-29,93,5,3128,3,3,3,9,Low-Value Users,casual,275.0
274,,2012-06-03,211,2,1326,2,2,2,6,Low-Value Users,casual,276.0
275,,2012-04-21,254,1,609,2,2,2,6,Low-Value Users,casual,278.0
276,,2012-10-06,86,4,2528,3,3,3,9,Low-Value Users,casual,279.0
277,,2012-11-10,51,1,627,3,2,2,7,Low-Value Users,casual,280.0
278,,2012-04-29,246,1,653,2,2,2,6,Low-Value Users,casual,281.0
279,,2012-04-15,260,1,628,2,2,2,6,Low-Value Users,casual,282.0
280,,2012-04-01,274,1,561,2,2,2,6,Low-Value Users,casual,283.0
281,,2012-09-09,113,1,696,2,2,2,6,Low-Value Users,casual,284.0
282,,2012-04-15,260,3,1953,2,2,3,7,Low-Value Users,casual,286.0
283,,2012-09-15,107,2,1347,2,2,2,6,Low-Value Users,casual,287.0
284,,2012-04-14,261,1,660,2,2,2,6,Low-Value Users,casual,288.0
285,,2012-08-18,135,1,644,2,2,2,6,Low-Value Users,casual,289.0
286,,2012-05-27,218,1,535,2,2,2,6,Low-Value Users,casual,290.0
287,,2012-04-21,254,2,1297,2,2,2,6,Low-Value Users,casual,291.0
288,,2012-11-11,50,1,654,3,2,2,7,Low-Value Users,casual,292.0
289,,2012-06-16,198,2,1276,2,2,2,6,Low-Value Users,casual,293.0
290,,2012-10-13,79,1,637,3,2,2,7,Low-Value Users,casual,294.0
291,,2012-09-15,107,3,1885,2,2,3,7,Low-Value Users,casual,295.0
292,,2012-06-02,212,1,702,2,2,2,6,Low-Value Users,casual,297.0
293,,2012-04-15,260,1,681,2,2,2,6,Low-Value Users,casual,298.0
294,,2012-04-07,268,1,567,2,2,2,6,Low-Value Users,casual,299.0
295,,2012-05-27,218,1,570,2,2,2,6,Low-Value Users,casual,301.0
296,,2012-09-29,93,1,750,3,2,2,7,Low-Value Users,casual,302.0
297,,2012-11-11,50,1,724,3,2,2,7,Low-Value Users,casual,304.0
298,,2012-09-22,100,2,1314,3,2,2,7,Low-Value Users,casual,307.0
299,,2012-10-20,72,2,1389,3,2,2,7,Low-Value Users,casual,308.0
300,,2012-10-27,65,3,2181,3,2,3,8,Low-Value Users,casual,310.0
301,,2012-04-14,261,1,658,2,2,2,6,Low-Value Users,casual,311.0
302,,2012-09-15,107,1,654,2,2,2,6,Low-Value Users,casual,312.0
303,,2012-10-06,86,2,1206,3,2,2,7,Low-Value Users,casual,317.0
304,,2012-04-07,268,1,590,2,2,2,6,Low-Value Users,casual,320.0
305,,2012-04-07,268,1,626,2,2,2,6,Low-Value Users,casual,321.0
306,,2012-10-27,65,3,2156,3,2,3,8,Low-Value Users,casual,325.0
307,,2012-04-07,268,1,578,2,2,2,6,Low-Value Users,casual,326.0
308,,2012-09-15,107,1,704,2,2,2,6,Low-Value Users,casual,327.0
309,,2012-05-19,226,1,642,2,2,2,6,Low-Value Users,casual,331.0
310,,2012-05-19,226,1,704,2,2,2,6,Low-Value Users,casual,332.0
311,,2012-10-20,72,1,711,3,2,2,7,Low-Value Users,casual,335.0
312,,2012-10-20,72,1,731,3,2,2,7,Low-Value Users,casual,347.0
313,,2012-09-15,107,1,783,2,2,2,6,Low-Value Users,casual,350.0
314,,2012-03-17,289,1,690,2,2,2,6,Low-Value Users,casual,352.0
315,,2012-04-07,268,1,615,2,2,2,6,Low-Value Users,casual,354.0
316,,2012-04-07,268,1,643,2,2,2,6,Low-Value Users,casual,355.0
317,,2012-05-19,226,1,672,2,2,2,6,Low-Value Users,casual,356.0
318,,2012-03-17,289,1,679,2,2,2,6,Low-Value Users,casual,357.0
319,,2012-05-19,226,1,730,2,2,2,6,Low-Value Users,casual,361.0
320,,2012-10-06,86,1,743,3,2,2,7,Low-Value Users,casual,362.0
321,,2012-03-17,289,1,685,2,2,2,6,Low-Value Users,casual,367.0
